rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
6978	UBXN2A	UBX domain protein 2A	804	60	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6979	UBXN11	UBX domain protein 11	1714	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6980	UBTFL1	upstream binding transcription factor, RNA polymerase I-like 1	1181	0	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6981	UBTF	upstream binding transcription factor, RNA polymerase I	2375	177	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6982	UBTD2	ubiquitin domain containing 2	713	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6983	UBTD1	ubiquitin domain containing 1	692	48	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6984	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative)	1337	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6985	UBR3	ubiquitin protein ligase E3 component n-recognin 3	5819	66	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6986	UBR1	ubiquitin protein ligase E3 component n-recognin 1	5436	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6987	UBQLN4	ubiquilin 4	1883	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6988	UBQLN3	ubiquilin 3	1972	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6989	UBP1	upstream binding protein 1 (LBP-1a)	1687	128	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6990	UBOX5	U-box domain containing 5	3928	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6991	UBN1	ubinuclein 1	3627	45	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6992	UBLCP1	ubiquitin-like domain containing CTD phosphatase 1	997	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6993	UBL5	ubiquitin-like 5	239	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6994	UBL4B	ubiquitin-like 4B	527	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6995	UBL4A	ubiquitin-like 4A	1742	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6996	UBL3	ubiquitin-like 3	370	96	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6997	UBIAD1	UbiA prenyltransferase domain containing 1	1021	46	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6998	UBFD1	ubiquitin family domain containing 1	954	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
6999	UBE4B	ubiquitination factor E4B (UFD2 homolog, yeast)	4017	67	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7000	UBE3C	ubiquitin protein ligase E3C	3340	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7001	UBE2Z	ubiquitin-conjugating enzyme E2Z	1091	46	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7002	UBE2W	ubiquitin-conjugating enzyme E2W (putative)	515	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7003	UBE2V2	ubiquitin-conjugating enzyme E2 variant 2	452	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7004	UBE2V1	ubiquitin-conjugating enzyme E2 variant 1	555	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7005	UBE2U	ubiquitin-conjugating enzyme E2U (putative)	713	66	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7006	UBE2T	ubiquitin-conjugating enzyme E2T (putative)	618	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7007	UBE2S	ubiquitin-conjugating enzyme E2S	681	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7008	UBE2R2	ubiquitin-conjugating enzyme E2R 2	733	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7009	UBE2QL1	ubiquitin-conjugating enzyme E2Q family-like 1	490	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7010	UBE2Q2	ubiquitin-conjugating enzyme E2Q (putative) 2	1310	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7011	UBE2Q1	ubiquitin-conjugating enzyme E2Q (putative) 1	1319	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7012	UBE2O	ubiquitin-conjugating enzyme E2O	3949	13	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7013	UBE2N	ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)	471	42	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7014	UBE2M	ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast)	572	101	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7015	UBE2L6	ubiquitin-conjugating enzyme E2L 6	476	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7016	UBE2L3	ubiquitin-conjugating enzyme E2L 3	479	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7017	UBE2K	ubiquitin-conjugating enzyme E2K (UBC1 homolog, yeast)	627	133	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7018	UBE2J2	ubiquitin-conjugating enzyme E2, J2 (UBC6 homolog, yeast)	854	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7019	UBE2J1	ubiquitin-conjugating enzyme E2, J1 (UBC6 homolog, yeast)	985	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7020	UBE2I	ubiquitin-conjugating enzyme E2I (UBC9 homolog, yeast)	501	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7021	UBE2G2	ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog, yeast)	520	144	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7022	UBE2G1	ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, yeast)	533	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7023	UBE2F	ubiquitin-conjugating enzyme E2F (putative)	594	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7024	UBE2E3	ubiquitin-conjugating enzyme E2E 3 (UBC4/5 homolog, yeast)	644	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7025	UBE2E2	ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast)	626	72	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7026	UBE2D4	ubiquitin-conjugating enzyme E2D 4 (putative)	470	101	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7027	UBE2D3	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)	629	91	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7028	UBE2D2	ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast)	471	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7029	UBE2D1	ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast)	468	278	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7030	UBE2CBP	ubiquitin-conjugating enzyme E2C binding protein	1206	73	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7031	UBE2C	ubiquitin-conjugating enzyme E2C	831	73	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7032	UBE2B	ubiquitin-conjugating enzyme E2B (RAD6 homolog)	479	59	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7033	UBD	ubiquitin D	502	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7034	UBC	ubiquitin C	2064	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7035	UBB	ubiquitin B	694	62	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7036	UBASH3B	ubiquitin associated and SH3 domain containing, B	2002	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7037	UBASH3A	ubiquitin associated and SH3 domain containing, A	2044	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7038	UBAP2	ubiquitin associated protein 2	3472	63	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7039	UBAC2	UBA domain containing 2	3217	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7040	UBAC1	UBA domain containing 1	1254	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7041	UBA6	ubiquitin-like modifier activating enzyme 6	3289	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7042	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	403	123	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7043	UBA5	ubiquitin-like modifier activating enzyme 5	1274	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7044	UBA3	ubiquitin-like modifier activating enzyme 3	1462	52	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7045	UAP1L1	UDP-N-acteylglucosamine pyrophosphorylase 1-like 1	1558	58	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7046	UAP1	UDP-N-acteylglucosamine pyrophosphorylase 1	1554	72	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7047	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	4364	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7048	U2AF2	U2 small nuclear RNA auxiliary factor 2	1923	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7049	U2AF1	U2 small nuclear RNA auxiliary factor 1	824	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7050	TYW3	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)	804	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7051	TYW1B	tRNA-yW synthesizing protein 1 homolog B (S. cerevisiae)	2181	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7052	TYSND1	trypsin domain containing 1	1713	75	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7053	TYRP1	tyrosinase-related protein 1	1642	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7054	TYROBP	TYRO protein tyrosine kinase binding protein	360	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7055	TYRO3	TYRO3 protein tyrosine kinase	2745	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7056	TXNRD3IT1		410	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7057	TXNRD3	thioredoxin reductase 3	1992	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7058	TXNRD2	thioredoxin reductase 2	1649	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7059	TXNRD1	thioredoxin reductase 1	2734	12	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7060	TXNL4B	thioredoxin-like 4B	983	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7061	TXNL4A	thioredoxin-like 4A	437	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7062	TXNL1	thioredoxin-like 1	898	61	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7063	TXNIP	thioredoxin interacting protein	1204	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7064	TXNDC9	thioredoxin domain containing 9	731	79	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7065	TXNDC8	thioredoxin domain containing 8 (spermatozoa)	372	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7066	TXNDC6	thioredoxin domain containing 6	1701	127	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7067	TXNDC5	thioredoxin domain containing 5	1337	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7068	TXNDC3	thioredoxin domain containing 3 (spermatozoa)	1831	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7069	TXNDC2	thioredoxin domain-containing 2 (spermatozoa)	1672	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7070	TXNDC17	thioredoxin domain containing 17	457	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7071	TXNDC16	thioredoxin domain containing 16	2796	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7072	TXNDC15	thioredoxin domain containing 15	1099	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7073	TXNDC12	thioredoxin domain containing 12 (endoplasmic reticulum)	1594	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7074	TXN2	thioredoxin 2	511	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7075	TXN	thioredoxin	336	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7076	TXLNG	taxilin gamma	1625	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7077	TXLNA	taxilin alpha	1681	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7078	TXK	TXK tyrosine kinase	1642	76	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7079	TWSG1	twisted gastrulation homolog 1 (Drosophila)	688	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7080	TWIST1	twist homolog 1 (acrocephalosyndactyly 3; Saethre-Chotzen syndrome) (Drosophila)	613	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7081	TWF2	twinfilin, actin-binding protein, homolog 2 (Drosophila)	1082	100	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7082	TWF1	twinfilin, actin-binding protein, homolog 1 (Drosophila)	1189	20	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7083	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific	3111	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7084	TUSC3	tumor suppressor candidate 3	1105	89	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7085	TUSC2	tumor suppressor candidate 2	359	67	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7086	TUSC1	tumor suppressor candidate 1	639	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7087	TULP3	tubby like protein 3	1570	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7088	TULP2	tubby like protein 2	1750	82	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7089	TUFT1	tuftelin 1	1224	120	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7090	TUFM	Tu translation elongation factor, mitochondrial	1404	74	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7091	TUBGCP6	tubulin, gamma complex associated protein 6	5822	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7092	TUBGCP5	tubulin, gamma complex associated protein 5	3208	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7093	TUBGCP3	tubulin, gamma complex associated protein 3	2808	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7094	TUBG2	tubulin, gamma 2	1396	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7095	TUBG1	tubulin, gamma 1	1573	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7096	TUBE1	tubulin, epsilon 1	1474	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7097	TUBD1	tubulin, delta 1	1506	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7098	TUBB8	tubulin, beta 8 class VIII	1347	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7099	TUBB6	tubulin, beta 6	1355	30	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7100	TUBB4Q	tubulin, beta polypeptide 4, member Q	1314	58	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7101	TUBB3	tubulin, beta 3	1367	25	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7102	TUBB2C	tubulin, beta 2C	1358	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7103	TUBB2B	tubulin, beta 2B	1350	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7104	TUBB2A	tubulin, beta 2A	1352	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7105	TUBB1	tubulin, beta 1	1368	14	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7106	TUBAL3	tubulin, alpha-like 3	1355	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7107	TUBA8	tubulin, alpha 8	1368	79	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7108	TUBA4A	tubulin, alpha 4a	1365	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7109	TUBA3E	tubulin, alpha 3e	1373	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7110	TUBA3C	tubulin, alpha 3c	1373	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7111	TUBA1C	tubulin, alpha 1c	1365	278	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7112	TUB	tubby homolog (mouse)	1774	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7113	TTYH3	tweety homolog 3 (Drosophila)	1624	2	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7114	TTYH2	tweety homolog 2 (Drosophila)	1659	5	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7115	TTR	transthyretin (prealbumin, amyloidosis type I)	457	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7116	TTPAL	tocopherol (alpha) transfer protein-like	1045	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7117	TTPA	tocopherol (alpha) transfer protein	855	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7118	TTLL8	tubulin tyrosine ligase-like family, member 8	2556	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7119	TTLL6	tubulin tyrosine ligase-like family, member 6	2817	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7120	TTLL4	tubulin tyrosine ligase-like family, member 4	3672	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7121	TTLL3	tubulin tyrosine ligase-like family, member 3	2367	40	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7122	TTLL2	tubulin tyrosine ligase-like family, member 2	1789	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7123	TTLL12	tubulin tyrosine ligase-like family, member 12	1989	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7124	TTLL11	tubulin tyrosine ligase-like family, member 11	2511	1	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7125	TTL	tubulin tyrosine ligase	1158	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7126	TTC9C	tetratricopeptide repeat domain 9C	749	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7127	TTC9	tetratricopeptide repeat domain 9	677	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7128	TTC8	tetratricopeptide repeat domain 8	1606	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7129	TTC7A	tetratricopeptide repeat domain 7A	2653	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7130	TTC4	tetratricopeptide repeat domain 4	1202	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7131	TTC39C	tetratricopeptide repeat domain 39C	1804	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7132	TTC39B	tetratricopeptide repeat domain 39B	2148	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7133	TTC39A	tetratricopeptide repeat domain 39A	1862	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7134	TTC38	tetratricopeptide repeat domain 38	1464	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7135	TTC37	tetratricopeptide repeat domain 37	4933	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7136	TTC36	tetratricopeptide repeat domain 36	578	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7137	TTC33	tetratricopeptide repeat domain 33	804	172	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7138	TTC32	tetratricopeptide repeat domain 32	466	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7139	TTC31	tetratricopeptide repeat domain 31	2820	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7140	TTC30B	tetratricopeptide repeat domain 30B	2000	84	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7141	TTC29	tetratricopeptide repeat domain 29	1472	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7142	TTC25	tetratricopeptide repeat domain 25	1869	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7143	TTC24	tetratricopeptide repeat domain 24	1789	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7144	TTC23L	tetratricopeptide repeat domain 23-like	1126	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7145	TTC21B	tetratricopeptide repeat domain 21B	4063	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7146	TTC21A	tetratricopeptide repeat domain 21A	4078	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7147	TTC16	tetratricopeptide repeat domain 16	3208	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7148	TTC15	tetratricopeptide repeat domain 15	2252	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7149	TTC14	tetratricopeptide repeat domain 14	2385	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7150	TTC1	tetratricopeptide repeat domain 1	907	181	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7151	TTBK2	tau tubulin kinase 2	3791	20	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7152	TSTA3	tissue specific transplantation antigen P35B	1006	14	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7153	TSSK6	testis-specific serine kinase 6	911	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7154	TSSK4	testis-specific serine kinase 4	1031	121	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7155	TSSK3	testis-specific serine kinase 3	813	2	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7156	TSSK2	testis-specific serine kinase 2	1078	160	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7157	TSSC4	tumor suppressing subtransferable candidate 4	994	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7158	TSR2	TSR2, 20S rRNA accumulation, homolog (S. cerevisiae)	594	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7159	TSR1	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)	2926	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7160	TSPYL6	TSPY-like 6	1234	72	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7161	TSPYL4	TSPY-like 4	1247	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7162	TSPYL1	TSPY-like 1	1314	48	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7163	TSPY4	testis specific protein, Y-linked 4	2968	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7164	TSPY3	testis specific protein, Y-linked 3	2857	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7165	TSPY2	testis specific protein, Y-linked 2	949	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7166	TSPY1	testis specific protein, Y-linked 1	949	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7167	TSPO2	translocator protein 2	525	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7168	TSPO	translocator protein (18kDa)	602	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7169	TSPAN9	tetraspanin 9	748	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7170	TSPAN8	tetraspanin 8	745	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7171	TSPAN7	tetraspanin 7	780	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7172	TSPAN33	tetraspanin 33	880	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7173	TSPAN32	tetraspanin 32	999	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7174	TSPAN31	tetraspanin 31	714	23	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7175	TSPAN19	tetraspanin 19	780	48	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7176	TSPAN18	tetraspanin 18	775	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7177	TSPAN17	tetraspanin 17	1161	79	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7178	TSPAN15	tetraspanin 15	913	3	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7179	TSPAN14	tetraspanin 14	845	9	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7180	TSPAN13	tetraspanin 13	635	106	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7181	TSPAN12	tetraspanin 12	946	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7182	TSPAN11	tetraspanin 11	790	88	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7183	TSPAN1	tetraspanin 1	754	66	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7184	TSNAX	translin-associated factor X	893	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7185	TSNARE1	t-SNARE domain containing 1	1594	65	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7186	TSN	translin	707	42	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7187	TSLP	thymic stromal lymphopoietin	492	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7188	TSKU	tsukushin	1066	4	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7189	TSHR	thyroid stimulating hormone receptor	2467	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7190	TSHB	thyroid stimulating hormone, beta	426	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7191	TSGA14	testis specific, 14	1164	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7192	TSGA13	testis specific, 13	854	74	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7193	TSGA10IP	testis specific, 10 interacting protein	1703	95	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7194	TSG101	tumor susceptibility gene 101	1209	42	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7195	TSFM	Ts translation elongation factor, mitochondrial	1806	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7196	TSEN54	tRNA splicing endonuclease 54 homolog (S. cerevisiae)	1623	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7197	TSEN34	tRNA splicing endonuclease 34 homolog (S. cerevisiae)	1029	61	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
7198	TSEN2	tRNA splicing endonuclease 2 homolog (S. cerevisiae)	1479	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
